order_id,account_id,bank_to,account_to,category,amount
33704,2910,OP,4570603, ,765.6
30424,692,OP,98083799, ,13.7
32603,2179,OP,48367720, ,365
31826,1650,OP,60317361, ,910
33083,2491,OP,47771161, ,323.2
30561,793,OP,25394970, ,20.4
30166,505,OP,5099285, ,220.3
34430,3399,OP,58814012, ,175.3
34638,3552,OP,15827417, ,35.2
30768,931,OP,98647319, ,115.1
31705,1566,OP,12450731, ,94.8
31959,1750,OP,16547310, ,551.7
33262,2617,OP,4205275, ,186.7
34729,3614,OP,19014889, ,108.1
29720,208,OP,28241002, ,54.5
30410,686,OP,92192554, ,287.5
31555,1459,OP,25038093, ,58.2
34833,3679,OP,62108045, ,514.8
29837,289,OP,72798836, ,262.1
33076,2487,OP,85525637, ,26.2
37965,5774,OP,39872121, ,714.3
34045,3132,OP,96756225, ,85.5
35081,3854,OP,59714329, ,93
30795,953,OP,89555656, ,18.5
32426,2061,OP,78724276, ,67.5
32449,2075,OP,56678074, ,99.2
33068,2484,OP,83567636, ,53.8
34112,3178,OP,35352593, ,28.7
35007,3800,OP,90384268, ,363.4
35021,3809,OP,52133649, ,161.9
30665,865,OP,20329344, ,188.5
31066,1139,OP,71055465, ,47.9
31154,1201,OP,53580081, ,183.6
32362,2023,OP,19809311, ,168.4
29637,152,OP,16610890, ,299.3
33495,2767,OP,32782268, ,133.3
35882,4415,OP,67352598, ,39.7
41514,8158,OP,99838619, ,214.8
32605,2179,OP,22667289, ,7.8
35187,3925,OP,25474483, ,224.7
29686,189,OP,28932172, ,75
30509,760,OP,88799416, ,89.4
33572,2819,OP,41235882, ,74.8
36265,4681,OP,30791741, ,451.5
45325,10711,OP,49912905, ,41.3
29676,179,OP,39081686, ,460.8
31863,1678,OP,54732525, ,177.8
34537,3472,OP,78649419, ,13.8
36869,5072,OP,5224442, ,80.5
30482,738,OP,91551339, ,8.2
32176,1897,OP,60395377, ,223.7
32964,2417,OP,93963139, ,184.3
35765,4330,OP,83009093, ,178.6
30999,1097,OP,33397758, ,87
34944,3757,OP,41911280, ,393.3
43826,9731,OP,14137328, ,132
31408,1363,OP,19618755, ,24.3
34428,3399,OP,54617005, ,78.4
29774,244,OP,78948193, ,22.6
34076,3153,OP,43252468, ,200.1
34328,3324,OP,46396940, ,214.6
34682,3584,OP,3099793, ,9.8
39306,6688,OP,24286341, ,128.2
30119,474,OP,79647504, ,160.6
32250,1948,OP,4367113, ,656.9
29980,382,OP,26432061, ,2.7
34239,3261,OP,53245943, ,219.7
41067,7861,OP,58806037, ,40
31574,1472,OP,3332001, ,237.5
33562,2813,OP,607473, ,95.7
34101,3169,OP,67546647, ,667.4
34586,3501,OP,60597056, ,222.5
30726,902,OP,54130822, ,186.9
33298,2645,OP,46016168, ,63.1
29606,124,OP,51247948, ,57.5
30829,982,OP,19998705, ,19.2
31522,1437,OP,22823983, ,31.4
33393,2700,OP,33791315, ,232.3
33896,3035,OP,22791952, ,491.9
35032,3818,OP,32659602, ,147.4
35180,3917,OP,9782308, ,27.2
33646,2865,OP,25167072, ,0.1
29453,37,OP,23782724, ,258.4
33304,2646,OP,72267347, ,52.8
34910,3743,OP,7009309, ,39
30296,615,OP,63728749, ,178.7
38821,6353,OP,1903015, ,598.4
41778,8341,OP,92974847,leasing,130.32
33006,2444,OP,60390728,leasing,293.15999999999997
31390,1350,OP,97355442,leasing,107.9
31628,1511,OP,43543106,leasing,165.77
29615,133,OP,90329002,leasing,309.4
29536,85,OP,81823444,leasing,179.2
35482,4134,OP,98212933,leasing,117.1
29514,72,OP,43079012,leasing,292.3
33867,3014,OP,52151411,leasing,418.7
33043,2472,OP,22120690,leasing,123.3
29765,240,OP,22710114,leasing,105
33301,2645,OP,4627538,leasing,72.5
35291,4003,OP,382733,leasing,381.55
35493,4143,OP,86283540,leasing,189.6
37912,5740,OP,3078049,leasing,290.7
32718,2254,OP,72537737,leasing,434.93
35820,4377,OP,46991014,leasing,478.83000000000004
31545,1453,OP,2968991,leasing,125.08
34056,3141,OP,82784348,leasing,108.7
31838,1660,OP,50701344,leasing,237.26
31795,1632,OP,65521752,leasing,197.76
34811,3665,OP,36443472,leasing,339.48
30063,441,OP,58999586,leasing,447.3
31592,1485,OP,33874970,leasing,101.8
31623,1508,OP,10600459,leasing,165.77
31695,1560,OP,34151840,leasing,113.7
35650,4245,OP,46815562,leasing,166.3
30686,876,OP,8003074,household,379.6
30794,953,OP,93842464,household,176.8
32776,2296,OP,93267988,household,353.1
34379,3363,OP,95549660,household,246.3
29891,328,OP,10446250,household,128.7
32432,2065,OP,16683084,household,307.5
33550,2809,OP,88213985,household,176.4
34246,3268,OP,86191415,household,139.5
34561,3485,OP,78194117,household,39.9
29658,172,OP,11598539,household,422.1
30197,531,OP,48101,household,214.4
30297,616,OP,38012558,household,186.9
30848,995,OP,21824896,household,215.3
31078,1146,OP,77362507,household,343.7
32875,2358,OP,90139603,household,611.4
34471,3424,OP,73358708,household,497.9
30034,415,OP,64789080,household,874
31068,1141,OP,42710840,household,102.8
31271,1277,OP,2533764,household,317.5
33012,2450,OP,34500575,household,145.5
34009,3104,OP,58133125,household,200.4
34445,3412,OP,26138603,household,67
34686,3588,OP,51301729,household,156.3
30551,788,OP,80561762,household,309.6
31389,1349,OP,96585589,household,152.1
33324,2656,OP,42664700,household,171.8
34054,3140,OP,56121855,household,237.6
35830,4386,OP,82197737,household,1195.4
42585,8899,OP,23646956,household,371.3
29828,283,OP,9780645,household,280.2
29884,324,OP,83596694,household,178.5
30962,1072,OP,47369968,household,352
30985,1089,OP,36553853,household,75.6
31618,1503,OP,11958569,household,317.1
31933,1728,OP,84701668,household,495.4
32517,2128,OP,30310547,household,360.1
33662,2877,OP,94405835,household,530.5
33710,2913,OP,76905709,household,49.9
33960,3077,OP,91859578,household,369.8
34994,3792,OP,13595378,household,351.8
29636,152,OP,21928644,household,42.6
30278,599,OP,94891345,household,311.8
33126,2519,OP,87381881,household,159.9
33544,2800,OP,95347153,household,874
33888,3032,OP,14357602,household,285.8
34488,3437,OP,91245090,household,47.8
35143,3894,OP,98407303,household,274.5
35145,3895,OP,23516989,household,441.4
29584,110,OP,24390584,household,305
30322,632,OP,31188458,household,84.2
33048,2475,OP,27521276,household,16.6
36853,5066,OP,2258235,household,420.6
38889,6400,OP,10098511,household,732
29964,373,OP,55648291,household,645.2
31055,1134,OP,83356666,household,197.3
31343,1322,OP,6584710,household,143.1
32065,1819,OP,78877323,household,96.6
32703,2247,OP,77294456,household,59.2
33067,2484,OP,3728384,household,234.3
33332,2662,OP,1110756,household,362.5
32169,1893,OP,37540984,household,628.9
33570,2818,OP,17903107,household,894.7
33914,3049,OP,65114086,household,196.1
34396,3372,OP,54498982,household,983.8
34424,3395,OP,31348461,household,371.2
34809,3663,OP,84084528,household,786.2
36548,4863,OP,70381557,household,330
30676,871,OP,96428060,household,516.8
30685,875,OP,9408325,household,383.7
30812,970,OP,78745192,household,526
30924,1038,OP,88674932,household,200.6
30939,1050,OP,98150521,household,567.3
31616,1501,OP,40921163,household,229.2
32788,2307,OP,60090291,household,333.6
35918,4434,OP,390536,household,449.5
30345,648,OP,81294440,household,924
32076,1826,OP,62603348,household,992.1
32401,2050,OP,79913246,household,356.4
34893,3730,OP,83157652,household,194.4
36049,4533,OP,65046036,household,1047.9
30095,461,OP,30994916,household,153
31489,1412,OP,20603227,household,93.6
33000,2441,OP,53539413,household,471.9
33515,2778,OP,72472995,household,19.2
33836,2992,OP,59211057,household,539.6
34016,3112,OP,66618603,household,146.8
34743,3623,OP,63441431,household,249
32142,1875,OP,47586584,household,309.4
33201,2567,OP,14598107,household,257.4
34131,3194,OP,46890920,household,758.4
32299,1981,OP,11741298,household,108.7
34625,3545,OP,99964111,household,735.8
30203,535,OP,26501775,household,702.1
31291,1291,OP,71369182,household,133.3
31314,1307,OP,88894867,household,329.7
32165,1891,OP,32430213,household,203.9
32846,2341,OP,5022091,household,158.3
33222,2584,OP,90582960,household,99.4
33862,3009,OP,71009987,household,273.9
34777,3639,OP,74130224,household,335.8
35672,4260,OP,18079054,household,1200.6
30466,725,OP,86504637,household,261.2
31877,1688,OP,80142312,household,224.9
33383,2696,OP,90366512,household,311.5
33599,2834,OP,24967217,household,251.5
34301,3309,OP,15451962,household,243
34610,3531,OP,70772456,household,286.8
36666,4937,OP,13841212,household,268.7
30552,789,OP,64140730,household,215.3
30963,1073,OP,88794773,household,384.3
31757,1599,OP,68704247,household,133.7
32100,1839,OP,76028460,household,309.3
40559,7542,OP,63780206,household,368.3
43010,9188,OP,94166147,household,793.6
30508,760,OP,1005852,household,340.3
32596,2174,OP,97218501,household,436.7
33218,2581,OP,81132262,household,476.9
29781,249,OP,26255619,household,561.8
31236,1253,OP,64931833,household,386.5
33527,2788,OP,74001586,household,380.3
38152,5912,OP,65154915,household,984.6
31179,1216,OP,9067219,household,234.9
32164,1889,OP,90301942,household,329.8
34808,3661,OP,83624249,household,331
35099,3865,OP,62146550,household,594.7
29802,268,OP,4418570,household,312.1
32044,1805,OP,38994044,household,311
32318,1997,OP,12751335,household,136.1
33970,3085,OP,55201452,household,572.3
34025,3117,OP,41120845,household,357
31684,1554,OP,93773585,household,655.1
32273,1963,OP,92063742,household,317.5
32376,2034,OP,92716079,household,874.4
32416,2057,OP,70669543,household,357.3
33215,2579,OP,96343248,household,268.8
33245,2604,OP,53184521,household,396.5
30793,952,OP,26491993,household,494.6
33230,2591,OP,4184359,household,330.1
33878,3024,OP,72384530,household,61.1
33924,3053,OP,23890793,household,379
34296,3304,OP,36187023,household,466
39014,6495,OP,70482468,household,860.6
29705,201,OP,34061867,household,958.4
30801,958,OP,78640448,household,399
30919,1036,OP,5921757,household,409.5
32992,2437,OP,10448074,household,65.6
34001,3099,OP,30212110,household,320.5
36759,5001,OP,11451143,household,929.2
29671,178,OP,16301811,household,148.2
30209,538,OP,5225766,household,269.2
30814,972,OP,64758044,household,89.7
33967,3082,OP,12562770,household,749.6
31009,1100,OP,60873585,household,17.4
31411,1365,OP,53364294,household,231.4
33272,2625,OP,68053567,household,497.8
34643,3556,OP,63096010,household,424
30084,452,OP,27081912,household,505.8
30253,576,OP,71033382,household,366.2
30491,748,OP,75135111,household,649.2
30631,848,OP,79923873,household,340
33881,3026,OP,60199838,household,802.4
34368,3355,OP,52532029,household,257.5
46329,11359,OP,33080721,household,451.8
30259,579,OP,19994384,household,277.1
30692,880,OP,25282103,household,484
31048,1129,OP,21761328,household,460.4
33205,2569,OP,55144518,household,46.3
33559,2813,OP,75464439,household,79.8
32246,1944,OP,38381874,household,674.1
32609,2182,OP,88771032,household,526.2
33111,2509,OP,85724323,household,707.3
33482,2760,OP,87346362,household,536.9
45969,11135,OP,24313068,household,326.4
30370,664,OP,7335311,household,299.7
33371,2686,OP,79690658,household,199.6
33545,2801,OP,87508368,household,352.4
33583,2825,OP,31306642,household,528.4
34889,3727,OP,1811063,household,659.8
30327,635,OP,12794989,household,168.3
32717,2253,OP,60593241,household,294.4
33347,2672,OP,87283455,household,211.1
33351,2676,OP,32712727,household,151
34621,3541,OP,69823670,household,169.1
30998,1097,OP,95009862,household,763.6
32161,1888,OP,88992631,household,51
32492,2110,OP,16387468,household,205
35170,3913,OP,66400325,household,733.3
29652,165,OP,71082353,household,178.8
29809,273,OP,80156594,household,596.5
31289,1289,OP,91892945,household,695
31834,1657,OP,7076365,household,215.6
32193,1907,OP,72668206,household,818.1
34064,3146,OP,91693257,household,212.2
35479,4131,OP,66005611,household,97.4
31125,1181,OP,84730392,household,341.8
31822,1647,OP,55010729,household,241.2
32060,1815,OP,19580573,household,603.7
33677,2889,OP,81463575,household,503.8
33845,2998,OP,27213704,household,317
34234,3259,OP,14523250,household,91.2
34433,3401,OP,90434562,household,424.7
34699,3600,OP,30949759,household,153.7
30683,874,OP,10934925,household,105.3
32168,1892,OP,48820698,household,239.8
33005,2443,OP,54071068,household,703.4
29889,327,OP,86823993,household,325.2
30802,959,OP,48082047,household,57.9
31344,1323,OP,80685257,household,972
34788,3647,OP,97101318,household,584.2
34892,3729,OP,52811223,household,294.1
31020,1108,OP,30477523,household,233.5
31502,1418,OP,96634888,household,675.9
32644,2204,OP,86412846,household,395.4
33323,2656,OP,41066408,household,40.9
33877,3023,OP,15459257,household,221.3
34210,3243,OP,9595072,household,388.6
34376,3360,OP,85336076,household,919.4
30774,935,OP,14574545,household,211.8
33017,2455,OP,28967535,household,326.2
33150,2535,OP,1460,household,427.3
33687,2896,OP,14075744,household,185.2
34214,3246,OP,1907498,household,462.1
30934,1046,OP,70391350,household,739.9
31627,1510,OP,82537191,household,998.5
31678,1549,OP,11773330,household,405.2
31914,1716,OP,39169329,household,357.5
34325,3322,OP,67021620,household,342.1
35119,3878,OP,23655247,household,21.6
31268,1276,OP,19942432,household,383.9
32364,2025,OP,27186978,household,670.4
30223,549,OP,83005940,household,106.7
31602,1491,OP,94478863,household,696.6
32301,1982,OP,49496763,household,373.2
32451,2076,OP,71402716,household,38.2
35269,3982,OP,15246630,household,215.3
39617,6902,OP,39091980,household,373.8
32961,2415,OP,65874808,household,730.8
34849,3694,OP,90951615,household,449.2
43709,9656,OP,12446082,household,1072.1
30398,679,OP,91457056,household,404.9
30818,976,OP,17866748,household,524.4
31539,1447,OP,54932880,household,821
33129,2523,OP,19635182,household,181.9
34119,3184,OP,29959482,household,341
31578,1477,OP,39149236,household,210
31753,1596,OP,20661324,household,199.7
33253,2608,OP,78614222,household,478.8
34558,3482,OP,48705834,household,302.6
31026,1115,OP,13170951,household,229.3
32294,1978,OP,85430520,household,700.1
32452,2076,OP,3638083,household,167
34174,3221,OP,83177405,household,203.8
34842,3686,OP,22078037,household,205.4
31632,1513,OP,59476637,ins_paymt,131.6
30861,1000,OP,62838387,ins_paymt,285.2
33204,2568,OP,99602746,ins_paymt,30.6
43012,9188,OP,96138745,ins_paymt,6.6
29458,38,OP,64685678,ins_paymt,22.8
32408,2052,OP,20428276,ins_paymt,26.3
37465,5445,OP,4871046,ins_paymt,62.4
32163,1888,OP,94599204,ins_paymt,326.9
44774,10365,OP,23228162,ins_paymt,33.1
31174,1211,OP,16959125,ins_paymt,37.2
32185,1904,OP,62933331,ins_paymt,225.7
30202,534,OP,71464949,ins_paymt,134.1
44565,10233,OP,53952217,ins_paymt,98.6
32912,2379,OP,77863126,ins_paymt,4.6
34046,3132,OP,68989574,ins_paymt,1.3
32896,2371,OP,51855623,ins_paymt,108.7
40384,7437,OP,64685678,ins_paymt,22.8
32154,1882,OP,35459327,ins_paymt,6
32436,2068,OP,17151004,ins_paymt,104.7
34462,3419,OP,5571186,ins_paymt,245.6
37702,5591,OP,87980109,ins_paymt,34.5
31701,1565,OP,85872715,ins_paymt,38.3
34206,3240,OP,47667419,ins_paymt,29.8
33817,2982,OP,37620991,ins_paymt,22.6
32356,2019,OP,89666372,ins_paymt,41.5
33075,2487,OP,9106064,ins_paymt,84.2
40432,7465,OP,112665,ins_paymt,30.2
30108,470,OP,43083483,ins_paymt,107.8
41656,8261,OP,24150228,ins_paymt,64.6
32253,1949,OP,83566981,ins_paymt,4.3
32969,2421,OP,19669050,ins_paymt,36.3
33113,2509,OP,83953725,ins_paymt,195
34308,3311,OP,18833959,ins_paymt,345.5
34705,3605,OP,40185999,ins_paymt,80.3
30798,954,OP,8703875,ins_paymt,190.6
31433,1378,OP,12318605,ins_paymt,69.3
29607,124,OP,34663748,ins_paymt,97.1
30006,396,OP,57553499,ins_paymt,30.8
29512,71,OP,9098768,ins_paymt,101.1
32308,1991,OP,45115184,ins_paymt,34.1
36868,5072,OP,62572306,ins_paymt,106.5
31217,1242,OP,25744539,ins_paymt,42.2
31257,1267,OP,38344526,ins_paymt,2.1
30914,1031,OP,61673647,ins_paymt,5.1
37323,5362,OP,24749118,loan_payt,422.63
44373,10105,OP,27668351,loan_payt,507.9
37085,5213,OP,46268802,loan_payt,668.7
37847,5698,OP,81442999,loan_payt,275.6
43972,9833,OP,18851059,loan_payt,813.6
41380,8073,OP,7434404,loan_payt,411
45717,10973,OP,88414823,loan_payt,321.66999999999996
32863,2350,OP,74027311,loan_payt,332.82
32683,2236,OP,68195986,loan_payt,387.37
43573,9560,OP,86154901,loan_payt,436.27
30645,854,OP,54977858,loan_payt,181.7
29906,339,OP,60226070,loan_payt,780.12
30587,816,OP,35554933,loan_payt,202.57
35336,4033,OP,46252030,loan_payt,175.6
43562,9548,OP,54906487,loan_payt,96.2
29895,330,OP,23515820,loan_payt,690.8
31122,1177,OP,30046618,loan_payt,630.6
32190,1906,OP,59762132,loan_payt,187.28
34061,3143,OP,92271554,loan_payt,545.4
33434,2728,OP,99268948,loan_payt,260.7
41884,8405,OP,25666362,loan_payt,443.7
32753,2279,OP,19501900,loan_payt,655.63
42876,9093,OP,60554724,loan_payt,315.5
35228,3951,OP,7565194,loan_payt,728.4
36489,4825,OP,74436640,loan_payt,178.32
44249,10022,OP,56197208,loan_payt,454.27
40462,7485,OP,40248417,loan_payt,379.98
38375,6062,OP,96754401,loan_payt,535.6
33072,2486,OP,68277156,loan_payt,204.3
42713,8982,OP,77285653,loan_payt,633.02
37108,5228,OP,7177615,loan_payt,724.2
30781,940,OP,99014985,loan_payt,473.8
37179,5269,OP,61308646,loan_payt,195.7
32035,1801,OP,33671474,loan_payt,461
38888,6400,OP,68610131,loan_payt,301.66999999999996
40906,7769,OP,57404768,loan_payt,408.5
32540,2143,OP,18297326,loan_payt,198.5
33746,2936,OP,93174194,loan_payt,840
43849,9750,OP,14637118,loan_payt,316.07
32538,2142,OP,47238999,loan_payt,194.4
36758,5001,OP,7923072,loan_payt,458.85
42104,8558,OP,72949552,loan_payt,480.65
44771,10365,OP,35377323,loan_payt,724
33377,2691,OP,20484054,loan_payt,137
45190,10630,OP,6516325,loan_payt,826
38166,5927,OP,95520770,loan_payt,181.73
33982,3091,QR,20404392, ,338.7
45577,10884,QR,42624378, ,440.8
32238,1939,QR,37756449, ,89.3
32858,2346,QR,42005080, ,359.6
33423,2721,QR,48024463, ,220
29821,279,QR,68556356, ,138
30168,506,QR,70163124, ,10.7
35164,3909,QR,5039710, ,71.3
42875,9093,QR,62233042, ,261.7
32861,2348,QR,662106, ,334.9
34253,3272,QR,1989675, ,153.1
31222,1244,QR,49724513, ,5.4
32482,2102,QR,30830097, ,183.5
34685,3587,QR,68455278, ,105.9
45226,10652,QR,87759685, ,236.2
34756,3629,QR,11967546, ,36.8
30452,718,QR,9956103, ,712.2
35130,3882,QR,87316327, ,37.9
39926,7099,QR,8235311, ,1176.6
41756,8327,QR,54091328, ,253.9
31399,1353,QR,98736470, ,664.6
37427,5423,QR,82146298, ,861.8
31352,1326,QR,85305046, ,95.4
33315,2652,QR,98601030, ,635.1
33335,2664,QR,12188804, ,47.5
37090,5215,QR,71636765, ,87
30215,543,QR,32736635, ,108.6
33475,2754,QR,77635740, ,22.6
31943,1737,QR,67832314, ,232.9
33771,2951,QR,88711630, ,181
34133,3195,QR,58903491, ,125.3
33741,2932,QR,33505654, ,0.7
34571,3491,QR,61091714, ,77.6
41516,8159,QR,17476857, ,155.2
32928,2390,QR,66811156, ,1146.4
34374,3358,QR,15025878, ,44.6
31258,1267,QR,69378167, ,167.2
31881,1691,QR,60282856, ,121.4
34307,3311,QR,81377613, ,66.6
35109,3872,QR,66648661, ,92.3
34158,3212,QR,12530750, ,4.7
35098,3864,QR,75671767, ,141.9
30740,913,QR,52878284, ,235.7
31322,1315,QR,62296283, ,29.9
31350,1326,QR,42594999, ,78.6
35404,4079,QR,7362539, ,21.8
36549,4863,QR,66434705, ,603.6
30516,767,QR,39504963, ,50.4
31975,1762,QR,49858301, ,335.2
32817,2322,QR,87459748, ,69
42977,9159,QR,61719810, ,184.7
29430,24,QR,46086388, ,764.1
29899,333,QR,42206424, ,7.2
32529,2135,QR,91295229, ,410.1
29846,293,QR,85708903, ,84.5
34955,3765,QR,28543275, ,76.2
37617,5541,QR,48447573, ,64.8
31069,1141,QR,31942546, ,90.7
32058,1813,QR,343406, ,435
32263,1957,QR,27709353, ,89.2
32778,2297,QR,1093173, ,145.2
32220,1926,QR,66210120, ,36.1
33151,2535,QR,20700508, ,9
32587,2169,QR,71835785, ,87.5
34265,3280,QR,41446197, ,267.1
42797,9037,QR,77797412, ,403.3
29943,365,QR,93025660, ,178.2
30716,895,QR,84034579, ,145.4
30305,621,QR,32067704, ,304.3
32149,1879,QR,75441211, ,111.9
32372,2032,QR,61507683, ,22.5
33518,2779,QR,69750815, ,3.4
34813,3665,QR,84521090, ,246.5
32307,1991,QR,67428964, ,431.2
34348,3343,QR,27868533, ,766.1
37088,5215,QR,81640040, ,531.5
31631,1513,QR,85800695, ,391.2
33639,2863,QR,88193910, ,522.3
31079,1146,QR,46465182, ,138.4
31626,1509,QR,20525896, ,232
34461,3419,QR,88912635, ,53.2
41836,8381,QR,19546556, ,803.9
32061,1815,QR,69614529, ,385.9
31130,1183,QR,47705107, ,104.6
31979,1763,QR,52545648, ,553.9
34654,3565,QR,37784505, ,149.4
35901,4423,QR,21013897, ,401.5
32500,2116,QR,59543710, ,340.7
32856,2346,QR,74352502, ,193.9
35265,3980,QR,32205635, ,226.4
30417,689,QR,99909179, ,138.8
33101,2501,QR,42648118, ,314.2
33308,2649,QR,38579416, ,32
30986,1089,QR,13997078, ,296.2
36800,5033,QR,93854265, ,75.4
32720,2254,QR,72738760, ,148.8
29482,52,QR,85721850, ,372.3
38890,6400,QR,30437541, ,14.3
31392,1350,QR,96030205, ,349.3
31821,1646,QR,99677460, ,165.1
33734,2929,QR,86361235, ,1178.9
34530,3468,QR,18880945, ,14.9
34594,3507,QR,75874447, ,270
29513,71,QR,34794885, ,77.8
30641,853,QR,71826153, ,137.8
33697,2906,QR,22673285, ,686.3
32312,1994,QR,84585159, ,70.6
35178,3917,QR,63465010, ,283.3
44924,10451,QR,73621487, ,465.3
30679,873,QR,57947230, ,154
30846,992,QR,40572267, ,245
34565,3487,QR,94053124, ,795.1
35319,4026,QR,60125994, ,971.1
29824,280,QR,42263525,leasing,95.7
37339,5372,QR,4785913,leasing,261.2
33797,2972,QR,68329626,leasing,355.48
35029,3815,QR,94093620,leasing,316.24
35681,4266,QR,92455988,leasing,50.7
29415,10,QR,93182509,leasing,134.4
31185,1221,QR,20722085,leasing,321.34000000000003
33611,2840,QR,79565185,leasing,355.7
35275,3987,QR,86586814,leasing,152.6
35690,4273,QR,39798104,leasing,289.52
31438,1380,QR,88771873,leasing,120
33096,2498,QR,47083485,leasing,179.8
34305,3311,QR,95109635,leasing,467.18999999999994
29942,365,QR,34196335,household,1152.8
30333,638,QR,41244357,household,248.7
30946,1057,QR,44777083,household,309
33493,2766,QR,91327929,household,349.8
34245,3267,QR,85891317,household,640.3
34456,3415,QR,59051889,household,417.8
34515,3463,QR,23059034,household,64.6
34551,3479,QR,1348793,household,765
34884,3722,QR,71472602,household,812.3
30028,409,QR,11262268,household,681
30236,561,QR,37346130,household,34.3
31206,1235,QR,36736953,household,184.3
31249,1260,QR,76420205,household,659.4
31560,1463,QR,31343501,household,71.9
31936,1731,QR,29816907,household,263.1
32107,1845,QR,5894870,household,1253.7
32829,2330,QR,64704280,household,166.2
32981,2429,QR,50382167,household,678.6
33325,2657,QR,74292081,household,217.4
29645,160,QR,52787989,household,237.4
31423,1371,QR,48874825,household,307.4
31504,1420,QR,22850889,household,179.4
31685,1555,QR,32593053,household,326.3
34440,3409,QR,37438416,household,316.7
34860,3703,QR,89147013,household,182
34954,3765,QR,73058956,household,61.7
44524,10202,QR,56383961,household,128.1
30072,444,QR,53384882,household,446.9
30162,503,QR,34156501,household,717.5
31083,1153,QR,24663144,household,491.8
34152,3209,QR,59829372,household,565.9
35056,3836,QR,24936366,household,267.6
29898,333,QR,71807402,household,163.4
29912,343,QR,15103727,household,250.5
30714,894,QR,4965514,household,291.4
30972,1081,QR,41841411,household,248.4
33725,2925,QR,35286706,household,429.7
33861,3008,QR,79819476,household,212
34103,3171,QR,49371123,household,310.2
34800,3655,QR,35052341,household,294.5
32011,1786,QR,45089298,household,881.8
32105,1843,QR,62958741,household,699.4
34392,3369,QR,57075303,household,2.6
34542,3474,QR,94945477,household,91.5
30444,713,QR,13186729,household,358.1
31520,1436,QR,96351390,household,310.4
31844,1663,QR,95733749,household,222
32389,2043,QR,39356404,household,436.6
29806,271,QR,67201065,household,153.5
33479,2757,QR,31494546,household,207.7
33811,2979,QR,8953369,household,349.4
33829,2989,QR,70749723,household,339.5
31430,1377,QR,94826453,household,227.2
33466,2749,QR,23250580,household,1452
35565,4190,QR,51522499,household,290.1
29555,96,QR,83610647,household,90.8
29766,241,QR,28285497,household,134.4
31086,1155,QR,81956076,household,226
33480,2758,QR,46158099,household,469.2
34356,3350,QR,79860478,household,366.1
34763,3631,QR,14763951,household,340.7
30406,683,QR,19231844,household,857.8
31393,1351,QR,55786406,household,222.7
32434,2068,QR,33975577,household,17.2
32854,2345,QR,16879636,household,361.2
33738,2932,QR,17844856,household,492
33760,2944,QR,674886,household,298.4
33791,2967,QR,98696469,household,266.6
34136,3197,QR,34224891,household,200.8
43295,9377,QR,54912304,household,275.8
29591,114,QR,78667527,household,159
30238,563,QR,96173613,household,624.5
30588,816,QR,67616367,household,451.4
31530,1442,QR,70648139,household,595
33533,2792,QR,24712276,household,232.7
35255,3974,QR,35360241,household,467
31400,1354,QR,24313408,household,308
31518,1434,QR,81822454,household,321.4
33764,2947,QR,70519995,household,222.8
34589,3504,QR,46586519,household,336
30594,820,QR,12900066,household,21
31503,1419,QR,61356300,household,330.5
33354,2677,QR,72427195,household,392.6
33526,2787,QR,19312352,household,835.6
34660,3567,QR,29068303,household,115.6
29721,209,QR,17469549,household,48.3
30608,827,QR,21975636,household,226
33514,2776,QR,40267509,household,164.7
34924,3748,QR,77061086,household,30.8
30030,411,QR,15704101,household,849.9
31429,1376,QR,86161052,household,273.1
31865,1680,QR,16704351,household,595.5
31888,1697,QR,38106852,household,40.8
32913,2380,QR,25673014,household,420.6
34140,3199,QR,90896355,household,157.1
34460,3419,QR,75110560,household,491
34578,3497,QR,2248609,household,161.1
35141,3893,QR,80644279,household,150.1
29875,317,QR,93325268,household,306.8
31398,1353,QR,64405166,household,65.1
34999,3796,QR,12162918,household,830.1
30807,963,QR,19417429,household,379.9
31347,1325,QR,62716066,household,36.2
31580,1479,QR,35573202,household,216.2
31930,1727,QR,62198191,household,179.4
32087,1832,QR,46307826,household,327.5
35162,3908,QR,26197701,household,100.8
35246,3969,QR,24362379,household,429.9
29737,220,QR,26923066,household,309.5
30426,694,QR,91037123,household,309.6
31501,1417,QR,84443246,household,739.4
32074,1825,QR,87801843,household,142.5
33349,2673,QR,44548678,household,175.9
30097,463,QR,88697516,household,638.5
31575,1473,QR,28500956,household,198.4
33620,2847,QR,9167498,household,518.5
44010,9859,QR,24650532,household,100.8
30061,440,QR,84914481,household,582.5
31172,1211,QR,57585883,household,307.3
31565,1467,QR,10475975,household,681.4
32059,1814,QR,75643884,household,303.5
32181,1903,QR,99218499,household,187.8
33346,2671,QR,40581232,household,198.4
34118,3183,QR,52212673,household,302.4
37669,5574,QR,36525643,household,1187.8
30073,445,QR,65335863,household,399.8
32092,1834,QR,4736280,household,808.4
32425,2061,QR,55974131,household,199.4
32652,2212,QR,39952963,household,320.6
33643,2865,QR,75203019,household,348.2
34402,3377,QR,72621738,household,324
34481,3431,QR,92135792,household,864.9
40329,7401,QR,13943797,household,726.6
31405,1363,QR,46678805,household,504.6
31442,1385,QR,75899833,household,983.4
31743,1592,QR,4900444,household,22.4
34600,3514,QR,48036253,household,226.6
34963,3772,QR,93521964,household,777.5
30086,453,QR,23475498,household,701.2
30780,939,QR,68136739,household,210.8
32485,2104,QR,61960321,household,692.7
