index,card_id,disp_id,type,card_number,date,end_date
343,1087,10887,classic2,630455596134,2019-10-06,
62,1195,12787,classic2,4502426950090284,2021-09-04,
269,652,4211,classic2,379682685038174,2018-06-16,
562,566,3606,classic2,6011651561126677,2020-12-25,
35,724,4701,classic2,4194087989507277,2021-01-27,
28,11,79,classic2,4141803607245155,2020-10-25,
76,230,1388,classic2,4886206049787710,2021-10-25,
285,713,4627,classic2,4251209130087092424,2018-09-30,
64,285,1811,classic2,180068242564317,2021-09-10,
42,52,326,classic2,501891257104,2021-04-10,
410,226,1378,classic2,3549240614963225,2020-04-18,
66,389,2489,classic2,565103704476,2021-09-19,
398,293,1850,classic2,570798188233,2020-02-17,
416,730,4749,classic2,4080725536712273,2020-05-02,
356,1014,9452,classic2,30304845485416,2019-11-02,
72,1,9,classic2,4897897763896883737,2021-10-16,
32,268,1707,classic2,3513332487234115,2020-12-11,
339,741,4832,classic2,379783783246030,2019-09-11,
58,538,3414,classic2,3594784926173811,2021-08-20,
