ssn,first_name,last_name,gender,street,address,job,profile,client_id,district_id,disp_id,traffice_source,dob,age
146-28-4508,Charles,Mendoza,M,5894 Thompson Spring Apt. 249,Arvada|CO|80005|39.8422|-105.1097|122111,"Librarian, academic",adults_2550_male_urban,1424,8,1424,Website,1976-01-05,46
463-64-8999,Cody,Johnson,M,45354 Chung Isle Apt. 855,Longmont|CO|80503|40.1559|-105.1624|117461,Water quality scientist,adults_2550_male_urban,12843,66,12535,Website,1977-05-05,45
636-18-0904,Douglas,Hansen,M,721 Leroy Pine,Parker|CO|80138|39.5102|-104.7216|84861,"Engineer, agricultural",adults_2550_male_urban,3135,48,3135,Website,1993-01-06,29
004-60-7210,Robert,Martinez,M,573 Kim Squares,Colorado Springs|CO|80923|38.9189|-104.7045|525713,"Radiographer, diagnostic",adults_2550_male_urban,1799,36,1799,Website,1983-06-26,39
051-23-1528,Larry,Braun,M,0397 Crystal Route Suite 660,Denver|CO|80239|39.7878|-104.8288|990452,Forest/woodland manager,adults_2550_male_urban,1251,1,1251,Website,1983-05-30,39
359-70-0467,Sean,French,M,3698 Stout Courts,Westminster|CO|80031|39.8753|-105.0345|49261,Interior and spatial designer,adults_2550_male_urban,4165,53,4165,Website,1979-03-13,43
566-03-2359,Jon,Smith,M,408 Lauren Locks,Pueblo|CO|81008|38.3133|-104.6284|151815,"Scientist, research (medical)",adults_2550_male_urban,3779,6,3779,Website,1973-05-15,49
625-68-8718,Robert,Marsh,M,2968 Todd River,Parker|CO|80138|39.5102|-104.7216|84861,"Engineer, control and instrumentation",adults_2550_male_urban,3245,70,3245,Website,1976-12-02,45
546-49-7337,Jason,Owens,M,3565 Dillon Square Apt. 351,Denver|CO|80224|39.688|-104.9108|990452,Retail buyer,adults_2550_male_urban,3395,4,3395,Website,1986-12-28,35
188-67-5128,Rodney,Harris,M,570 Nicole Plains,Littleton|CO|80130|39.5414|-104.9218|320420,"Therapist, sports",adults_2550_male_urban,4416,67,4416,Website,1994-12-25,27
828-56-2629,Andre,Bailey,M,4185 Liu Lake Suite 348,Denver|CO|80219|39.6956|-105.0341|990452,Automotive engineer,adults_2550_male_urban,3382,54,3382,Website,1978-02-28,44
003-82-7064,Kyle,Hood,M,3305 Hays Glens Apt. 191,Aurora|CO|80045|39.7467|-104.8384|389246,Field seismologist,adults_2550_male_urban,7862,74,7862,Website,1989-10-17,32
487-96-4760,David,Blackburn,M,6216 Michael Run Apt. 523,Aurora|CO|80013|39.6575|-104.7846|389246,Chartered public finance accountant,adults_2550_male_urban,7672,26,7672,Website,1977-04-05,45
522-09-3157,Steven,Richardson,M,08354 Jimmy Row,Canon City|CO|81212|38.4451|-105.2178|29742,Translator,adults_2550_male_urban,9760,27,9452,Website,1993-02-17,29
746-46-7554,Brian,Shaw,M,31253 Haynes Skyway Suite 315,Arvada|CO|80002|39.7945|-105.0984|122111,"Surveyor, minerals",adults_2550_male_urban,808,31,808,Website,1987-11-28,34
446-22-2834,Tony,Collins,M,311 Robin Hill,Littleton|CO|80122|39.5814|-104.9557|320420,Learning mentor,adults_2550_male_urban,2431,75,2431,Website,1990-10-10,31
790-03-4621,Michael,Gomez,M,864 Scott Mountain,Denver|CO|80212|39.7683|-105.0493|990452,Aid worker,adults_2550_male_urban,3947,23,3947,Website,1991-05-25,31
541-99-6993,Mark,Clark,M,0045 Becky Points,Littleton|CO|80128|39.5918|-105.0832|320420,Further education lecturer,adults_2550_male_urban,1864,22,1864,Website,1972-03-14,50
803-70-7868,Philip,Watson,M,5784 Simon Mill,Aurora|CO|80011|39.7378|-104.8152|389246,Medical physicist,adults_2550_male_urban,7422,74,7422,Website,1982-11-26,39
458-66-5038,Joshua,Wu,M,464 David Valleys,Aurora|CO|80045|39.7467|-104.8384|389246,"Designer, fashion/clothing",adults_2550_male_urban,3519,74,3519,Website,1973-12-15,48
051-09-7460,Alan,Wilson,M,1315 Newman Manors,Westminster|CO|80031|39.8753|-105.0345|49261,"Designer, exhibition/display",adults_2550_male_urban,508,53,508,Website,1995-04-28,27
832-79-0343,Benjamin,Moore,M,3881 Samantha Stravenue Apt. 141,Littleton|CO|80123|39.6206|-105.0901|320420,Museum education officer,adults_2550_male_urban,4493,33,4493,Website,1971-10-05,50
486-97-4811,Gabriel,Lucas,M,31018 Jennifer Lodge,Colorado Springs|CO|80910|38.8152|-104.7703|525713,"Doctor, general practice",adults_2550_male_urban,2713,36,2713,Website,1986-09-02,36
252-09-9523,Ryan,Herman,M,006 Kimberly Expressway Apt. 647,Pueblo|CO|81006|38.2446|-104.5318|151815,Analytical chemist,adults_2550_male_urban,3811,6,3811,Website,1976-06-20,46
505-92-7849,Zachary,Jones,M,845 Martinez Road,Denver|CO|80211|39.7665|-105.0204|990452,Estate agent,adults_2550_male_urban,1030,1,1030,Website,1971-10-11,50
652-92-2111,Adrian,Hardin,M,190 Bradshaw Square,Boulder|CO|80301|40.0497|-105.2143|120932,Product designer,adults_2550_male_urban,5224,29,5224,Website,1973-07-24,49
155-03-9418,Victor,Cook,M,135 Wood Heights,Littleton|CO|80128|39.5918|-105.0832|320420,"Engineer, petroleum",adults_2550_male_urban,10043,45,9735,Website,1989-10-29,32
443-62-6142,Scott,Parker,M,84302 Katherine Estates,Denver|CO|80215|39.7435|-105.1009|990452,"Presenter, broadcasting",adults_2550_male_urban,3019,30,3019,Website,1993-09-23,28
207-91-4433,Joseph,Young,M,9507 George Roads,Colorado Springs|CO|80920|38.9497|-104.767|525713,Chiropractor,adults_2550_male_urban,56,21,56,Website,1984-03-31,38
673-06-4781,Nicholas,Turner,M,5188 Boyd Square,Denver|CO|80226|39.7123|-105.0918|990452,Production manager,adults_2550_male_urban,3136,1,3136,Website,1987-12-18,34
630-39-5634,Michael,Harrison,M,14722 Nicole Shoals,Englewood|CO|80113|39.6405|-104.9614|99594,International aid/development worker,adults_2550_male_urban,3197,1,3197,Website,1982-07-10,40
741-68-3112,Matthew,Rivas,M,56251 Janet Green,Aurora|CO|80012|39.6987|-104.8377|389246,Analytical chemist,adults_2550_male_urban,4915,40,4915,Website,1987-07-19,35
076-55-7866,Stanley,Quinn,M,8064 Kristopher Isle,Aurora|CO|80013|39.6575|-104.7846|389246,"Chemist, analytical",adults_2550_male_urban,5204,47,5204,Website,1987-01-22,35
397-34-5580,Ronald,Haley,M,75686 Williams Burgs Suite 097,Arvada|CO|80003|39.8286|-105.0655|122111,Immigration officer,adults_2550_male_urban,5233,66,5233,Website,1991-10-30,30
147-67-7638,William,Matthews,M,95069 Stevens Pike Apt. 349,Colorado Springs|CO|80930|38.8289|-104.5269|525713,Energy engineer,adults_2550_male_urban,1762,61,1762,Website,1980-12-30,41
194-59-2713,Jeremy,Moreno,M,39550 Ian Ranch Suite 165,Denver|CO|80249|39.7783|-104.7556|990452,Systems analyst,adults_2550_male_urban,8030,1,8030,Website,1991-07-19,31
485-13-0001,Kenneth,Phillips,M,103 Jennifer Tunnel Apt. 875,Aurora|CO|80010|39.7368|-104.8646|389246,Claims inspector/assessor,adults_2550_male_urban,497,74,497,Website,1977-02-02,45
643-55-7492,Steven,Williams,M,505 Sarah Ports Apt. 863,Pueblo|CO|81005|38.2352|-104.66|151815,Data scientist,adults_2550_male_urban,3890,3,3890,Website,1982-10-22,39
764-98-4643,Kerry,Stevenson,M,20424 Case Neck Apt. 045,Aurora|CO|80011|39.7378|-104.8152|389246,Outdoor activities/education manager,adults_2550_male_urban,3405,40,3405,Website,1973-12-15,48
872-83-9732,Nathaniel,Burton,M,0160 Wilson Way,Canon City|CO|81212|38.4451|-105.2178|29742,Broadcast journalist,adults_2550_male_urban,3063,27,3063,Website,1995-01-29,27
663-31-9540,Bruce,Chandler,M,249 Conrad Trace,Littleton|CO|80120|39.5994|-105.0044|320420,Physiotherapist,adults_2550_male_urban,1954,69,1954,Website,1976-07-28,46
441-47-9268,Troy,Walker,M,7000 Jordan Course,Aurora|CO|80012|39.6987|-104.8377|389246,"Therapist, speech and language",adults_2550_male_urban,1669,47,1669,Website,1976-10-25,45
160-15-0650,Shawn,Pena,M,787 Mitchell Lodge Suite 813,Aurora|CO|80017|39.6948|-104.7881|389246,Theme park manager,adults_2550_male_urban,2880,60,2880,Website,1976-12-30,45
455-14-0091,James,Dixon,M,0235 Keith Ways Apt. 571,Commerce City|CO|80022|39.8259|-104.9113|42699,Mental health nurse,adults_2550_male_urban,12943,55,12635,Website,1994-10-12,27
464-13-1175,Richard,Jenkins,M,26878 Fox Knolls,Brighton|CO|80602|39.9636|-104.9072|73471,Chief of Staff,adults_2550_male_urban,12810,39,12502,Website,1988-10-14,33
010-82-8475,Terrence,Campbell,M,014 Mccarthy Freeway,Denver|CO|80215|39.7435|-105.1009|990452,Tax inspector,adults_2550_male_urban,2739,13,2739,Website,1974-01-26,48
613-92-2556,Joseph,Young,M,6703 Sexton Flats Suite 537,Loveland|CO|80538|40.4262|-105.09|82751,"Nurse, adult",adults_2550_male_urban,2058,76,2058,Website,1995-03-02,27
014-81-8788,Nathan,York,M,6484 Johnson Key,Littleton|CO|80130|39.5414|-104.9218|320420,"Surveyor, building control",adults_2550_male_urban,3458,33,3458,Website,1977-06-30,45
254-59-9632,David,Romero,M,51102 Wright Track Suite 078,Denver|CO|80205|39.759|-104.9661|990452,Proofreader,adults_50up_male_urban,6299,1,6299,Website,1960-08-09,62
786-69-9655,Robert,Russell,M,9682 Garcia Gardens,Aurora|CO|80014|39.6662|-104.835|389246,Public relations account executive,adults_50up_male_urban,2522,74,2522,Website,1961-09-08,61
435-26-2698,Casey,Clarke,M,4455 Aaron Crossing Apt. 043,Denver|CO|80211|39.7665|-105.0204|990452,Clinical biochemist,adults_50up_male_urban,1011,16,1011,Website,1963-07-13,59
086-15-9010,James,Fernandez,M,359 Tanya Causeway,Denver|CO|80239|39.7878|-104.8288|990452,Retired,adults_50up_male_urban,3896,5,3896,Website,1947-10-03,74
072-42-7110,Daniel,Brown,M,7450 Brooks Gateway Apt. 028,Louisville|CO|80027|39.9789|-105.1456|31034,Housing manager/officer,adults_50up_male_urban,1899,10,1899,Website,1965-07-03,57
088-97-7095,Joseph,Cox,M,4157 Melissa Spring,Denver|CO|80216|39.7835|-104.9669|990452,"Engineer, mining",adults_50up_male_urban,9276,4,8968,Website,1970-11-06,51
658-91-4318,Derek,Hunter,M,439 Nicole Mount Apt. 995,Fort Collins|CO|80528|40.4961|-105.0002|175625,Social researcher,adults_50up_male_urban,1057,52,1057,Website,1963-02-21,59
819-10-5082,Daniel,Dillon,M,2427 Francisco Terrace Apt. 592,Denver|CO|80239|39.7878|-104.8288|990452,Learning mentor,adults_50up_male_urban,4166,1,4166,Website,1971-02-26,51
591-81-8902,Jon,Yang,M,1750 Clark Corners Suite 563,Denver|CO|80247|39.6971|-104.8819|990452,Nature conservation officer,adults_50up_male_urban,3943,1,3943,Website,1969-12-04,52
776-66-7688,James,Page,M,22532 Rose Ramp,Littleton|CO|80121|39.6111|-104.9532|320420,Broadcast journalist,adults_50up_male_urban,4115,33,4115,Website,1967-03-27,55
347-89-5069,Michael,Morris,M,99654 Coleman Track,Greeley|CO|80634|40.4109|-104.7541|101464,Microbiologist,adults_50up_male_urban,1445,68,1445,Website,1965-07-24,57
303-49-6073,Joseph,Morgan,M,442 Madison Park,Arvada|CO|80002|39.7945|-105.0984|122111,"Administrator, local government",adults_50up_male_urban,679,8,679,Website,1964-03-19,58
444-87-6889,Vincent,Mitchell,M,8932 Santos Ford,Golden|CO|80401|39.7305|-105.1915|57589,Magazine features editor,adults_50up_male_urban,4725,34,4725,Website,1969-11-17,52
312-39-0908,Zachary,Spencer,M,6250 Alexander Run Suite 016,Denver|CO|80207|39.7584|-104.9177|990452,Customer service manager,adults_50up_male_urban,3037,64,3037,Website,1966-01-04,56
753-92-6030,Jose,Salazar,M,422 Michael Dam,Englewood|CO|80113|39.6405|-104.9614|99594,Copy,adults_50up_male_urban,1842,9,1842,Website,1967-09-13,55
760-77-8573,Larry,Sutton,M,513 Thomas Locks,Louisville|CO|80027|39.9789|-105.1456|31034,"Buyer, industrial",adults_50up_male_urban,2268,10,2268,Website,1962-12-26,59
081-10-9509,Erik,Berry,M,4600 Emily Lodge,Pueblo|CO|81006|38.2446|-104.5318|151815,IT trainer,adults_50up_male_urban,4019,11,4019,Website,1969-09-16,53
434-38-5604,John,Johnson,M,502 Cook Spring Suite 415,Westminster|CO|80031|39.8753|-105.0345|49261,Ophthalmologist,adults_50up_male_urban,1018,53,1018,Website,1969-02-28,53
371-97-6428,Steven,Patterson,M,303 Richard Park Apt. 279,Denver|CO|80215|39.7435|-105.1009|990452,"Civil engineer, contracting",adults_50up_male_urban,225,32,225,Website,1960-05-10,62
573-22-8671,Anthony,Hawkins,M,7339 Mitchell Wall Apt. 956,Pueblo|CO|81005|38.2352|-104.66|151815,Higher education lecturer,adults_50up_male_urban,3192,6,3192,Website,1963-07-14,59
127-77-8605,Tyler,Leonard,M,367 John Shoals,Aurora|CO|80012|39.6987|-104.8377|389246,Financial planner,adults_50up_male_urban,12991,51,12683,Website,1971-01-16,51
096-39-4986,Joseph,Davis,M,42511 Baker Streets,Pueblo|CO|81006|38.2446|-104.5318|151815,Investment analyst,adults_50up_male_urban,2542,3,2542,Website,1968-12-19,53
798-05-2550,Jeffrey,Bauer,M,316 Harrison Lodge Suite 857,Denver|CO|80239|39.7878|-104.8288|990452,"Embryologist, clinical",adults_50up_male_urban,2164,47,2164,Website,1965-10-29,56
281-93-3540,Peter,Walker,M,6825 Lawson Island,Fort Collins|CO|80528|40.4961|-105.0002|175625,Lobbyist,adults_50up_male_urban,1779,37,1779,Website,1959-11-26,62
799-29-2370,Christopher,Dickerson,M,296 Butler Underpass Apt. 171,Denver|CO|80207|39.7584|-104.9177|990452,"Runner, broadcasting/film/video",adults_50up_male_urban,1525,1,1525,Website,1967-03-09,55
721-87-6453,Ryan,Ruiz,M,253 Justin Cliffs,Brighton|CO|80602|39.9636|-104.9072|73471,Water engineer,adults_50up_male_urban,1826,13,1826,Website,1961-09-12,61
616-94-7483,Juan,Walter,M,22202 Jennifer Spurs Suite 099,Denver|CO|80238|39.7388|-104.4083|990452,Travel agency manager,adults_50up_male_urban,4429,64,4429,Website,1969-04-02,53
177-52-8501,Troy,Kirby,M,425 Marc Port,Denver|CO|80222|39.671|-104.9279|990452,Farm manager,adults_50up_male_urban,2430,5,2430,Website,1961-10-28,60
080-39-2372,Matthew,Torres,M,82455 Robbins Divide,Colorado Springs|CO|80916|38.8076|-104.7403|525713,"Teacher, special educational needs",adults_50up_male_urban,2513,41,2513,Website,1965-05-08,57
477-05-8541,Bryan,Hodge,M,773 Martinez Pines,Aurora|CO|80016|39.6012|-104.7394|389246,Retired,adults_50up_male_urban,1329,26,1329,Website,1942-02-16,80
601-96-0956,Jesse,Gonzalez,M,596 Graham Heights Apt. 192,Denver|CO|80260|39.8672|-105.0041|990452,"Psychologist, counselling",adults_50up_male_urban,4473,1,4473,Website,1968-12-27,53
881-66-5974,Matthew,Harrison,M,104 Ryan Meadows,Denver|CO|80211|39.7665|-105.0204|990452,Health and safety adviser,adults_50up_male_urban,7567,5,7567,Website,1961-03-15,61
316-06-4920,Bradley,Davis,M,5975 Rebecca Falls Suite 495,Pueblo|CO|81004|38.2441|-104.6278|151815,Heritage manager,young_adults_male_urban,13113,11,12805,Website,2000-11-25,21
179-75-1368,Jorge,Robinson,M,567 Hoffman Mountain Suite 235,Aurora|CO|80015|39.6255|-104.7874|389246,Student,young_adults_male_urban,2948,47,2948,Website,2002-11-20,19
180-55-2735,Kenneth,Hoffman,M,2189 Laura Park Suite 958,Aurora|CO|80013|39.6575|-104.7846|389246,Student,young_adults_male_urban,8359,74,8359,Website,2003-12-06,18
488-80-8265,Tony,Garcia,M,3697 Miller Road Suite 002,Denver|CO|80249|39.7783|-104.7556|990452,Student,young_adults_male_urban,11683,7,11375,Website,2004-01-28,18
541-61-8405,Steven,Christensen,M,410 Mcclure Ferry,Denver|CO|80221|39.838|-104.9988|990452,Student,young_adults_male_urban,4823,7,4823,Website,2006-04-16,16
305-71-9038,Thomas,Ponce,M,8568 Laura Glens Apt. 541,Littleton|CO|80125|39.4845|-105.0561|320420,Student,young_adults_male_urban,60,67,60,Website,2004-02-19,18
596-85-8218,John,Johnson,M,4036 Laura Turnpike Suite 591,Englewood|CO|80111|39.6123|-104.8799|99594,Fine artist,young_adults_male_urban,1765,9,1765,Website,1999-08-03,23
463-92-5349,Hunter,Suarez,M,098 Henderson Roads,Fort Collins|CO|80521|40.5813|-105.1039|175625,Student,young_adults_male_urban,900,73,900,Website,2001-04-10,21
099-34-7853,Derrick,Taylor,M,861 Yoder Lane,Fort Collins|CO|80521|40.5813|-105.1039|175625,Student,young_adults_male_urban,378,50,378,Website,2002-05-15,20
845-42-4223,Michael,Vasquez,M,7790 Jonathan Heights,Denver|CO|80211|39.7665|-105.0204|990452,Student,young_adults_male_urban,4417,1,4417,Website,2000-04-24,22
015-07-5528,Adam,Jackson,M,533 Fuller Spurs Suite 240,Louisville|CO|80027|39.9789|-105.1456|31034,Student,young_adults_male_urban,174,10,174,Website,2002-11-10,19
761-23-9509,Kevin,Brown,M,225 Roger Stream Suite 536,Aurora|CO|80012|39.6987|-104.8377|389246,Student,young_adults_male_urban,666,26,666,Website,2006-05-23,16
687-59-7224,Michael,Perkins,M,1691 Jenna Mount,Englewood|CO|80111|39.6123|-104.8799|99594,"Psychotherapist, child",young_adults_male_urban,1062,16,1062,Website,1999-01-08,23
031-54-2535,Glenn,Gross,M,878 Michael Field Suite 093,Denver|CO|80223|39.7002|-105.0028|990452,Student,young_adults_male_urban,1500,1,1500,Website,2005-12-12,16
533-16-7672,Juan,Wilkinson,M,35144 Daniel Fall Suite 668,Englewood|CO|80112|39.5805|-104.9011|99594,Student,young_adults_male_urban,4651,2,4651,Website,2003-01-24,19
819-72-9089,Justin,Pierce,M,46799 Richards Ferry Apt. 173,Brighton|CO|80601|39.943|-104.7866|73471,"Teacher, special educational needs",young_adults_male_urban,4751,35,4751,Website,1997-01-08,25
169-41-8364,Alfred,Peterson,M,281 Douglas Lakes,Colorado Springs|CO|80903|38.8388|-104.8145|525713,Secondary school teacher,young_adults_male_urban,3256,49,3256,Website,2000-07-18,22
335-13-1752,Kenneth,Saunders,M,770 Miller Neck,Colorado Springs|CO|80915|38.8558|-104.7134|525713,Statistician,young_adults_male_urban,510,12,510,Website,2000-04-15,22
116-87-3777,Donald,Hoffman,M,471 Benjamin Springs Apt. 929,Denver|CO|80223|39.7002|-105.0028|990452,Student,young_adults_male_urban,1459,4,1459,Website,2000-09-08,22
729-25-1758,Maurice,Garcia,M,79709 Smith Falls,Durango|CO|81301|37.2874|-107.8617|36051,Student,young_adults_male_urban,264,28,264,Website,2002-08-22,20
078-74-5925,Matthew,Robinson,M,06163 Garcia Landing Apt. 812,Denver|CO|80218|39.7327|-104.9717|990452,Student,young_adults_male_urban,3233,1,3233,Website,2004-11-30,17
865-15-8412,Nicholas,Lopez,M,14928 Billy Freeway Suite 551,Loveland|CO|80537|40.3849|-105.0916|82751,Student,young_adults_male_urban,8342,76,8342,Website,2003-07-30,19
008-07-1357,Alexander,Frank,M,873 Green Curve,Longmont|CO|80501|40.1779|-105.101|117461,Student,young_adults_male_urban,4495,66,4495,Website,2003-04-11,19
710-98-5774,Robert,Cooke,M,2681 Williams Corner,Littleton|CO|80126|39.5437|-104.9691|320420,Student,young_adults_male_urban,3640,75,3640,Website,2002-07-24,20
365-89-9516,Daniel,Warren,M,2563 Cathy Mews Apt. 265,Denver|CO|80236|39.6535|-105.0376|990452,Civil Service fast streamer,young_adults_male_urban,2540,46,2540,Website,2005-06-26,17
555-52-2163,Jason,Maddox,M,158 Alexander Forges,Fort Collins|CO|80526|40.5473|-105.1076|175625,Occupational hygienist,young_adults_male_urban,3356,73,3356,Website,1998-04-23,24
664-44-6672,Dennis,Lynch,M,699 Garcia Stream,Greeley|CO|80634|40.4109|-104.7541|101464,Pension scheme manager,young_adults_male_urban,13576,72,13268,Website,1998-07-07,24
088-52-1310,Jason,Osborn,M,688 Mark Prairie Apt. 756,Denver|CO|80227|39.6667|-105.0854|990452,TEFL teacher,young_adults_male_urban,4944,58,4944,Website,2006-04-07,16
400-77-1214,Paul,Johnson,M,5253 Christina Drives,Aurora|CO|80011|39.7378|-104.8152|389246,Student,young_adults_male_urban,1831,51,1831,Website,2000-10-09,21
823-16-5724,Travis,Carey,M,2558 Julie Estates,Westminster|CO|80031|39.8753|-105.0345|49261,Student,young_adults_male_urban,786,53,786,Website,2002-09-06,20
155-91-9049,Mark,Alvarez,M,059 Timothy Rue Apt. 968,Lafayette|CO|80026|39.998|-105.0963|26378,Student,young_adults_male_urban,3981,19,3981,Website,2003-06-16,19
628-89-3146,Daniel,Hicks,M,95882 Gary Parks,Denver|CO|80235|39.6472|-105.0795|990452,Student,young_adults_male_urban,826,1,826,Website,2002-01-23,20
779-05-5255,Robert,Miller,M,887 David Lakes Suite 212,Fountain|CO|80817|38.6996|-104.7005|27311,Visual merchandiser,young_adults_male_urban,2796,15,2796,Website,1998-06-25,24
134-39-0390,Dennis,Tucker,M,1297 Glenn Ports,Denver|CO|80221|39.838|-104.9988|990452,Student,young_adults_male_urban,2005,30,2005,Website,2003-10-03,18
154-75-6910,Jeff,Cooper,M,12497 Kim Skyway,Aurora|CO|80016|39.6012|-104.7394|389246,Operational investment banker,young_adults_male_urban,2287,47,2287,Website,2003-10-21,18
613-14-2794,Christopher,Ruiz,M,13621 Holmes Parkways,Denver|CO|80241|39.9274|-104.9548|990452,Student,young_adults_male_urban,13539,63,13231,Website,2002-09-07,20
761-27-0778,Eric,Smith,M,972 Calhoun Ports Suite 072,Fort Collins|CO|80521|40.5813|-105.1039|175625,IT sales professional,young_adults_male_urban,5117,52,5117,Website,1999-03-21,23
625-21-4782,Shawn,Walker,M,71660 Baker Green Apt. 535,Arvada|CO|80007|39.8634|-105.1724|122111,Student,young_adults_male_urban,4061,8,4061,Website,2002-12-24,19
631-62-0502,Andrew,Shields,M,2930 Nathan Garden Apt. 497,Littleton|CO|80123|39.6206|-105.0901|320420,Facilities manager,young_adults_male_urban,608,67,608,Website,1996-08-31,26
296-92-4850,Emily,Archer,F,7908 Brian Corners,Parker|CO|80138|39.5102|-104.7216|84861,"Education officer, museum",adults_2550_female_urban,4437,70,4437,Website,1985-10-26,36
282-61-3778,Stephanie,Simpson,F,0109 Jessica Harbors Apt. 604,Denver|CO|80231|39.6793|-104.8843|990452,Facilities manager,adults_2550_female_urban,588,61,588,Website,1984-10-20,37
851-25-2290,Tara,Maldonado,F,091 Jeffery Curve,Littleton|CO|80129|39.5397|-105.0109|320420,Publishing copy,adults_2550_female_urban,12396,62,12088,Website,1994-01-17,28
305-58-2603,Melissa,Marquez,F,023 Hall Expressway,Colorado Springs|CO|80916|38.8076|-104.7403|525713,Production engineer,adults_2550_female_urban,8392,36,8392,Website,1990-05-08,32
196-43-5068,Melissa,Luna,F,15206 Evans Tunnel,Denver|CO|80223|39.7002|-105.0028|990452,Video editor,adults_2550_female_urban,4293,4,4293,Website,1983-12-16,38
054-82-8778,Sharon,Tran,F,499 David Curve,Englewood|CO|80111|39.6123|-104.8799|99594,"Therapist, nutritional",adults_2550_female_urban,4654,2,4654,Website,1974-02-15,48
060-90-3564,Julie,James,F,736 Carolyn Isle,Aurora|CO|80011|39.7378|-104.8152|389246,"Geneticist, molecular",adults_2550_female_urban,439,51,439,Website,1992-09-12,30
789-26-5813,Tracy,Murphy,F,1715 Williams Inlet,Colorado Springs|CO|80918|38.9129|-104.7734|525713,Human resources officer,adults_2550_female_urban,3756,12,3756,Website,1995-10-03,26
187-48-4056,Cassandra,Thomas,F,98883 Adams Ville Suite 057,Littleton|CO|80122|39.5814|-104.9557|320420,Set designer,adults_2550_female_urban,9427,62,9119,Website,1994-11-09,27
750-13-3763,Mary,Gray,F,845 Marquez Crescent Apt. 150,Arvada|CO|80002|39.7945|-105.0984|122111,"Engineer, petroleum",adults_2550_female_urban,5684,8,5684,Website,1979-03-02,43
215-91-8422,Deborah,Taylor,F,93656 White Neck Apt. 692,Fort Collins|CO|80528|40.4961|-105.0002|175625,Chartered legal executive (England and Wales),adults_2550_female_urban,9717,52,9409,Website,1976-11-10,45
452-08-0225,Barbara,Cherry,F,711 Smith Village,Lafayette|CO|80026|39.998|-105.0963|26378,Lawyer,adults_2550_female_urban,4360,19,4360,Website,1989-07-10,33
620-01-0075,Teresa,Vaughan,F,16859 Gray Mount,Aurora|CO|80010|39.7368|-104.8646|389246,Sports administrator,adults_2550_female_urban,9593,74,9285,Website,1992-01-28,30
214-98-7618,Debra,Singleton,F,74986 Kim Harbors,Aurora|CO|80015|39.6255|-104.7874|389246,Industrial buyer,adults_2550_female_urban,593,60,593,Website,1978-07-10,44
576-16-7638,Grace,Cain,F,79151 Eric Bypass,Denver|CO|80215|39.7435|-105.1009|990452,Estate manager/land agent,adults_2550_female_urban,3268,1,3268,Website,1980-03-31,42
664-47-5114,Margaret,Moore,F,819 Esparza Glens Suite 838,Fort Collins|CO|80524|40.5986|-105.0581|175625,Nutritional therapist,adults_2550_female_urban,79,37,79,Website,1993-03-10,29
365-57-5283,Julie,Arroyo,F,490 Sims Isle Apt. 493,Greeley|CO|80631|40.385|-104.6806|101464,"Research officer, government",adults_2550_female_urban,4901,72,4901,Website,1974-05-08,48
394-91-3155,Sharon,Mcdonald,F,311 Franco Roads Apt. 051,Commerce City|CO|80022|39.8259|-104.9113|42699,"Radiographer, diagnostic",adults_2550_female_urban,6301,55,6301,Website,1973-03-08,49
499-54-5205,Nancy,Brown,F,884 Hernandez Expressway Apt. 876,Canon City|CO|81212|38.4451|-105.2178|29742,Seismic interpreter,adults_2550_female_urban,255,27,255,Website,1975-10-11,46
742-84-0364,Elizabeth,Fox,F,5242 Brown Streets,Arvada|CO|80002|39.7945|-105.0984|122111,Location manager,adults_2550_female_urban,4559,35,4559,Website,1982-03-09,40
116-07-3781,Emily,Knapp,F,58888 Morrison Meadow,Denver|CO|80236|39.6535|-105.0376|990452,"Doctor, general practice",adults_2550_female_urban,370,71,370,Website,1980-01-05,42
630-80-1628,Kristin,Mcknight,F,4513 Scott Terrace Apt. 551,Denver|CO|80231|39.6793|-104.8843|990452,"Producer, radio",adults_2550_female_urban,3186,1,3186,Website,1979-01-14,43
466-86-4609,Maria,Trujillo,F,5716 Jacobs Shoal,Colorado Springs|CO|80907|38.876|-104.817|525713,Art gallery manager,adults_2550_female_urban,1228,21,1228,Website,1973-08-28,49
202-68-9101,Amy,Phelps,F,2313 Davis Ridge Apt. 810,Boulder|CO|80304|40.0375|-105.2771|120932,Energy engineer,adults_2550_female_urban,2762,29,2762,Website,1977-04-23,45
461-90-1302,Samantha,Ponce,F,794 Newton Causeway,Denver|CO|80204|39.734|-105.0259|990452,Financial manager,adults_2550_female_urban,6644,1,6644,Website,1983-09-06,39
037-97-6829,Michelle,Harris,F,499 Leslie Bridge Apt. 669,Aurora|CO|80012|39.6987|-104.8377|389246,Video editor,adults_2550_female_urban,858,47,858,Website,1983-03-29,39
059-40-0288,Marilyn,King,F,710 Michael Mall,Parker|CO|80138|39.5102|-104.7216|84861,Mental health nurse,adults_2550_female_urban,496,70,496,Website,1975-05-21,47
150-43-1304,Jennifer,Smith,F,18104 Rhonda Corners Suite 273,Denver|CO|80221|39.838|-104.9988|990452,Sports coach,adults_2550_female_urban,638,54,638,Website,1985-02-03,37
789-84-1522,Linda,Dillon,F,73487 Warner Cliffs,Denver|CO|80202|39.7491|-104.9946|990452,"Production designer, theatre/television/film",adults_2550_female_urban,4974,5,4974,Website,1986-06-30,36
